account_view,hold,legacy_id,model,month,month_end_equity,monthly_pnl,monthly_return_pct,prior_month_end_equity
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2024-12,60113.52778800014,-41260.634708299986,-40.7013322648223,101374.16249630012
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-01,98743.85111820018,38630.323330200044,64.2622796426721,60113.52778800014
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-02,121348.41758820014,22604.56646999996,22.892125650377388,98743.85111820018
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-03,129111.91996217222,7763.502373972078,6.397695601040122,121348.41758820014
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-04,155253.3160959221,26141.39613374989,20.247081866189358,129111.91996217222
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-05,165118.76169542194,9865.445599499828,6.354418602823617,155253.3160959221
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-06,181413.2878812219,16294.526185799972,9.868367481980549,165118.76169542194
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-07,192755.36542372187,11342.07754249996,6.252065477103333,181413.2878812219
FIXED_DOLLAR,8,R5,Momentum+Volume-Sized Short,2025-08,183553.7801061219,-9201.585317599965,-4.77371164085249,192755.36542372187
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2024-09,86269.26307559999,-13730.736924400015,-13.730736924400015,100000.0
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2024-10,107624.81101660006,21355.54794100007,24.75452690755646,86269.26307559999
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2024-11,106552.68479030009,-1072.1262262999662,-0.9961701360243053,107624.81101660006
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2024-12,15309.906533600064,-91242.77825670002,-85.63160884802615,106552.68479030009
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-01,51773.55237290007,36463.64583930001,238.170270728137,15309.906533600064
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-02,74771.20966290009,22997.657290000017,44.41970124892903,51773.55237290007
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-03,82263.9865281721,7492.7768652720115,10.020938405373654,74771.20966290009
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-04,109252.34342472207,26988.356896549973,32.807013172535164,82263.9865281721
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-05,118559.19609542195,9306.852670699882,8.518675553273203,109252.34342472207
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-06,136760.36744202202,18201.171346600066,15.351969266011988,118559.19609542195
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-07,147919.49913702204,11159.131695000018,8.159623949336641,136760.36744202202
