account_view,hold,legacy_id,model,month,month_end_equity,monthly_pnl,monthly_return_pct,prior_month_end_equity
FIXED_DOLLAR,9,R5,Momentum+Volume-Sized Short,2025-08,139699.94164262206,-8219.557494399982,-5.556777532613176,147919.49913702204
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2024-09,84633.21322459997,-15366.786775400033,-15.366786775400032,100000.0
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2024-10,111599.62758499998,26966.414360400013,31.862685266169006,84633.21322459997
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2024-11,114891.07509369988,3291.447508699901,2.949335566727556,111599.62758499998
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2024-12,50505.19106429983,-64385.884029400055,-56.040805586412944,114891.07509369988
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-01,93074.26139850002,42569.070334200194,84.28652468615375,50505.19106429983
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-02,119722.64258849995,26648.381189999927,28.63131094417623,93074.26139850002
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-03,121523.39635374802,1800.7537652480678,1.5041045923430365,119722.64258849995
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-04,151376.5485321479,29853.152178399876,24.565765172904623,121523.39635374802
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-05,159551.15760224772,8174.609070099832,5.4001819630362276,151376.5485321479
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-06,183105.83234304778,23554.674740800052,14.763086081468968,159551.15760224772
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-07,196041.38721304765,12935.554869999876,7.064523671624608,183105.83234304778
FIXED_DOLLAR,10,R5,Momentum+Volume-Sized Short,2025-08,191517.0679686477,-4524.319244399958,-2.3078388235863487,196041.38721304765
