book,side,mode,date,pnl,equity,cash,gross,target,unused_headroom,cohorts,tickets,stale_gross,overdue_tickets
L5_REC_NORM8,long,IS,2026-04-09,1718.049079999997,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-10,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-13,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-14,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-15,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-16,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-17,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-20,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-21,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-22,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-23,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-24,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-27,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-28,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-29,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-04-30,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-05-01,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-05-04,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-05-05,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-05-06,0.0,119294.744555078,114266.024555078,5028.72,119294.744555078,114266.024555078,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-05-07,-72.57773500001349,119222.16682007798,54617.19682007799,64604.97,119222.16682007798,54617.19682007798,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-05-08,-1305.1699999999837,117916.996820078,54617.19682007799,63299.8,117916.996820078,54617.196820077996,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-05-11,-107.48000000001048,117809.51682007799,54617.19682007799,63192.32000000001,117809.51682007799,54617.19682007798,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-05-12,1432.945000000007,119242.461820078,54617.19682007799,64625.265,119242.461820078,54617.196820077996,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-05-13,-2333.0550000000076,116909.40682007799,54617.19682007799,62292.21,116909.40682007799,54617.19682007799,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-05-14,-80.7271259999834,116828.679694078,24.7596940779913,116803.92000000001,116828.679694078,24.7596940779913,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-15,-1550.4550000000163,115278.22469407799,24.7596940779913,115253.465,115278.22469407799,24.7596940779913,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-18,550.9550000000163,115829.179694078,24.7596940779913,115804.42000000001,115829.179694078,24.7596940779913,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-19,-1453.337200000009,114375.842494078,24.7596940779913,114351.0828,114375.842494078,24.7596940779913,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-20,5989.18220000001,120365.024694078,24.7596940779913,120340.26500000001,120365.024694078,24.7596940779913,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-21,4540.95325999998,124905.97795407799,-1.9451459220099423,124907.9231,124905.97795407799,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-22,-213.783099999986,124692.194854078,-1.9451459220099423,124694.14000000001,124692.194854078,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-26,7490.065000000002,132182.259854078,-1.9451459220099423,132184.20500000002,130000,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-27,-1564.9550000000163,130617.30485407799,-1.9451459220099423,130619.25,130000,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-28,145.32717000000412,130762.63202407799,862.5320240779874,129900.1,130000,99.89999999999418,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-05-29,1002.8000000000175,131765.432024078,862.5320240779874,130902.90000000001,130000,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-06-01,852.3899999999849,132617.822024078,862.5320240779874,131755.29,130000,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-06-02,1642.070000000007,134259.892024078,862.5320240779874,133397.36000000002,130000,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-06-03,-3200.5850000000064,131059.30702407799,862.5320240779874,130196.77500000001,130000,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-06-04,-655.7534899999882,130403.553534078,63808.408534078,66595.145,130000,63404.854999999996,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-06-05,-3709.529999999999,126694.023534078,63808.408534078,62885.615000000005,126694.023534078,63808.408534078,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-06-08,1136.2649999999994,127830.288534078,63808.408534078,64021.880000000005,127830.288534078,63808.408534078,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-06-09,-42.63999999999942,127787.648534078,63808.408534078,63979.240000000005,127787.648534078,63808.408534078,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-06-10,-1705.2799999999988,126082.368534078,63808.408534078,62273.96000000001,126082.368534078,63808.408534078,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-06-11,1225.6717350000108,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-12,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-15,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-16,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-17,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-18,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-22,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-23,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-24,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-25,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-26,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-29,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-06-30,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-07-01,0.0,127308.04026907802,122279.32026907802,5028.72,127308.04026907802,122279.32026907802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-07-02,-11.6211049999838,127296.41916407803,58623.129164078025,68673.29000000001,127296.41916407803,58623.129164078025,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-07-06,321.83000000000175,127618.24916407804,58623.129164078025,68995.12000000001,127618.24916407804,58623.129164078025,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-07-07,-2851.790000000008,124766.45916407803,58623.129164078025,66143.33,124766.45916407803,58623.129164078025,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-07-08,475.2700000000041,125241.72916407803,58623.129164078025,66618.6,125241.72916407803,58623.129164078025,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-07-09,1040.6139750000002,126282.34313907803,-11.752660921979896,126294.09580000001,126282.34313907803,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-10,-2413.0108000000037,123869.33233907803,-11.752660921979896,123881.085,123869.33233907803,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-13,-6205.25,117664.08233907803,-11.752660921979896,117675.835,117664.08233907803,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-14,772.6999999999971,118436.78233907802,-11.752660921979896,118448.535,118436.78233907802,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-15,-959.3349999999919,117477.44733907803,-11.752660921979896,117489.20000000001,117477.44733907803,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-16,-7648.669930000004,109828.77740907803,1545.3474090780173,108283.43000000001,109828.77740907803,1545.3474090780219,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-17,-825.0500000000029,109003.72740907803,1545.3474090780173,107458.38,109003.72740907803,1545.3474090780219,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-20,-64.14999999999418,108939.57740907803,1545.3474090780173,107394.23000000001,108939.57740907803,1545.3474090780219,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-21,7964.3399999999965,116903.91740907803,1545.3474090780173,115358.57,116903.91740907803,1545.3474090780219,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-22,-2985.5800000000017,113918.33740907803,1545.3474090780173,112372.99,113918.33740907803,1545.3474090780219,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-23,-2411.4920350000175,111506.84537407801,11.927974078009356,111494.9174,111506.84537407801,11.9279740780039,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-24,-7725.5674,103781.27797407801,11.927974078009356,103769.35,103781.27797407801,11.9279740780039,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-27,2479.3350000000064,106260.61297407802,11.927974078009356,106248.68500000001,106260.61297407802,11.9279740780039,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-28,-5668.380700000009,100592.23227407801,11.927974078009356,100580.3043,100592.23227407801,11.9279740780039,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-29,-7643.669299999994,92948.56297407801,11.927974078009356,92936.63500000001,92948.56297407801,11.9279740780039,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-30,13618.166928799998,106566.72990287801,-4.710097121993385,106571.44,106566.72990287801,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-07-31,-1759.5149999999994,104807.21490287801,-4.710097121993385,104811.925,104807.21490287801,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-08-03,2914.4500000000116,107721.66490287802,-4.710097121993385,107726.37500000001,107721.66490287802,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-08-04,6688.024999999994,114409.68990287802,-4.710097121993385,114414.40000000001,114409.68990287802,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-08-05,-4203.708800000008,110205.98110287801,-4.710097121993385,110210.6912,110205.98110287801,0,3,17,5028.72,1
L5_REC_NORM8,long,IS,2026-08-06,4107.55747,114313.53857287801,56723.91857287801,57589.62,114313.53857287801,56723.91857287801,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-08-07,1574.270000000004,115887.80857287801,56723.91857287801,59163.89,115887.80857287801,56723.918572878014,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-08-10,-717.4250000000029,115170.38357287801,56723.91857287801,58446.465000000004,115170.38357287801,56723.91857287801,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-08-11,917.9700000000012,116088.35357287801,56723.91857287801,59364.435000000005,116088.35357287801,56723.91857287801,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-08-12,2613.2149999999965,118701.56857287801,56723.91857287801,61977.65,118701.56857287801,56723.91857287801,2,9,5028.72,1
L5_REC_NORM8,long,IS,2026-08-13,600.589570000011,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-14,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-17,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-18,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-19,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-20,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-21,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-24,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-25,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-26,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-27,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-28,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,IS,2026-08-31,0.0,119302.15814287802,114273.43814287802,5028.72,119302.15814287802,114273.43814287802,1,1,5028.72,1
L5_REC_NORM8,long,OOS,2025-09-02,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-03,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-04,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-05,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-08,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-09,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-10,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-11,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-12,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-15,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-16,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-17,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-18,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-19,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-22,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-23,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-24,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-25,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-26,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-29,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-09-30,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-10-01,0.0,100000.0,100000.0,0,100000.0,100000.0,0,0,0.0,0
L5_REC_NORM8,long,OOS,2025-10-02,-37.1112500000163,99962.88874999998,50084.49174999999,49878.397000000004,99962.88874999998,50084.49174999998,1,8,0.0,0
L5_REC_NORM8,long,OOS,2025-10-03,1260.5529999999999,101223.44174999998,50084.49174999999,51138.95,101223.44174999998,50084.49174999999,1,8,0.0,0
L5_REC_NORM8,long,OOS,2025-10-06,319.7649999999994,101543.20674999998,50084.49174999999,51458.715000000004,101543.20674999998,50084.49174999998,1,8,0.0,0
L5_REC_NORM8,long,OOS,2025-10-07,-604.9549999999872,100938.25175,50084.49174999999,50853.76,100938.25175,50084.491749999994,1,8,0.0,0
L5_REC_NORM8,long,OOS,2025-10-08,437.03199999999197,101375.28374999999,50084.49174999999,51290.792,101375.28374999999,50084.49174999999,1,8,0.0,0
L5_REC_NORM8,long,OOS,2025-10-09,-227.08613500001957,101148.19761499997,47.80861499997809,101100.389,101148.19761499997,47.80861499997263,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-10,-4974.143999999986,96174.05361499998,47.80861499997809,96126.24500000001,96174.05361499998,47.80861499997263,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-13,1855.1499999999942,98029.20361499998,47.80861499997809,97981.395,98029.20361499998,47.80861499997263,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-14,2187.675000000003,100216.87861499998,47.80861499997809,100169.07,100216.87861499998,47.80861499997263,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-15,161.7569999999978,100378.63561499998,47.80861499997809,100330.827,100378.63561499998,47.80861499997263,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-16,-2859.5272414999927,97519.10837349998,1132.603373499982,96386.505,97519.10837349998,1132.60337349998,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-17,-2940.6149999999907,94578.4933735,1132.603373499982,93445.89000000001,94578.4933735,1132.60337349998,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-20,2817.207999999984,97395.70137349998,1132.603373499982,96263.098,97395.70137349998,1132.60337349998,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-21,2482.153900000005,99877.85527349998,1132.603373499982,98745.2519,99877.85527349998,1132.60337349998,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-22,-1940.8518999999942,97937.00337349999,1132.603373499982,96804.40000000001,97937.00337349999,1132.60337349998,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-23,1481.8445259,99418.84789939999,46.31309939998755,99372.53480000001,99418.84789939999,46.313099399980274,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-24,1841.6502000000037,101260.49809939999,46.31309939998755,101214.18500000001,101260.49809939999,46.313099399980274,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-27,2516.2862000000023,103776.7842994,46.31309939998755,103730.4712,103776.7842994,46.313099399994826,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-28,-1354.901199999993,102421.8830994,46.31309939998755,102375.57,102421.8830994,46.313099399994826,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-29,-692.627999999997,101729.2550994,46.31309939998755,101682.94200000001,101729.2550994,46.313099399994826,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-30,-1184.7394650000206,100544.51563439998,1114.174634399983,99430.341,100544.51563439998,1114.174634399984,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-10-31,-682.3914999999979,99862.12413439999,1114.174634399983,98747.9495,99862.12413439999,1114.174634399984,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-11-03,-6962.074500000002,92900.04963439998,1114.174634399983,91785.875,92900.04963439998,1114.174634399984,2,16,0.0,0
L5_REC_NORM8,long,OOS,2025-11-04,-5709.875,87190.17463439998,1114.174634399983,86076.0,87190.17463439998,1114.174634399984,2,16,0.0,0
