aug31_equity,aug31_open_tickets,avg_loss,avg_win,completed,documented_event_open,exposure_dollar_days,family,filled,flats,gross_pnl,hit_rate,horizon,intended,losses,max_dd_dollars,max_dd_percent,mean_gross,median_month,modeled_net,net_borrow_10,net_borrow_30,net_double_spread,net_per_session,net_through_cutoff,no_entry,panel,payoff_ratio,peak_gross,per_session_basis,per_session_denominator,profit_factor,red_calendar_months,red_month_loss_sum,september_runoff_net,september_runoff_trades,split,structural_block,tier_full,tier_half,tier_quarter,time_underwater_sessions,turnover_entry_notional,unresolved,wins,worst_day,worst_month
133258.76349590003,0,-366.53779237234045,638.8048677254716,200,0,3005491.9136200002,R5,200,0,35183.716520999995,0.53,4,200,94,-5079.249726699956,-0.042565086374882655,11974.071369003985,1858.011798399959,33258.7634959,31987.69430467808,29445.55592223424,31701.760470799996,132.50503384820718,33258.7634959,0,LEGACY_FILL_QTY,1.7428076477215038,52053.840000000004,251 account sessions of the IS-owned book,251,1.9652937304093554,2,-1538.8398926000518,0,0,IS,0,17852.8122961,15087.633013999997,318.3181857999987,171,770855.3708,0,106,-5025.74000000002,-867.1614199999894
143501.2437110002,0,-370.77210052903223,728.8135426186915,200,0,3741163.567899,R5,200,0,45416.3376,0.535,5,200,93,-5025.739999999991,-0.034499481122759024,14905.034135055777,2027.9516595000168,43501.243711,42021.408261071505,39061.737361214524,41954.099822,173.31172793227094,43501.243711,0,LEGACY_FILL_QTY,1.9656644649874995,74035.8716,251 account sessions of the IS-owned book,251,2.2615709435877682,2,-1896.4060349999781,0,0,IS,0,27768.5653284,17927.536483599997,-2194.8581010000003,191,770855.3708,0,107,-5025.739999999991,-1139.3896499999828
148637.56994748983,0,-392.79928957111105,763.5409637171817,200,0,4466602.601099,R5,200,0,50550.84979,0.55,6,200,90,-5938.758514800022,-0.05655047689810955,17795.2294864502,1832.5236850000074,48637.56994749,46843.82556791767,43256.33680877301,47092.240104979996,193.77517907366536,48637.56994749,0,LEGACY_FILL_QTY,1.94384507301649,82029.13,251 account sessions of the IS-owned book,251,2.375810644797932,3,-2437.9702200000756,0,0,IS,0,30280.6948784,16582.94960529,1773.925463799998,190,770855.3708,0,110,-5025.739999999991,-908.2254800000082
146609.01838539977,0,-461.479106908046,767.7672627115044,200,0,5186907.122109001,R5,200,0,48525.885299999994,0.565,7,200,87,-9767.570047000016,-0.06371284112108566,20664.968613980083,1266.8456824999812,46609.01838539999,44315.24780773725,39727.706652411776,45060.10147079999,185.693300340239,46609.01838539999,0,LEGACY_FILL_QTY,1.6637096917683192,82029.13,251 account sessions of the IS-owned book,251,2.1609102893082768,3,-3223.339853300131,0,0,IS,0,29040.495787999993,15517.808768399997,2050.713829000001,210,770855.3708,0,113,-9767.570047000016,-2077.014930000063
158288.30573159995,0,-441.4172592352941,833.119763187826,200,0,5909236.607609,R5,200,0,60196.15520000001,0.575,8,200,85,-9719.286999999982,-0.08291647257755408,23542.775329119522,2345.4732749999966,58288.305731600005,55796.636664759186,50813.29853107754,56748.406263200006,232.2243256239044,58288.305731600005,0,LEGACY_FILL_QTY,1.8873746908562492,89870.357,251 account sessions of the IS-owned book,251,2.5535069346878667,3,-3674.98204599999,0,0,IS,0,35716.656663400005,17992.606283600002,4579.042784599999,170,770855.3708,0,115,-9719.286999999982,-2467.7085899999656
156660.91663970007,0,-485.53808985494516,925.1824111605505,200,0,6619895.823209001,R5,200,0,58573.3301,0.545,9,200,91,-11170.475204800052,-0.10568757723728872,26374.08694505578,2197.7720100000224,56660.91663969999,53974.54641790027,48601.80597430082,55116.4531794,225.74070374382467,56660.91663969999,0,LEGACY_FILL_QTY,1.9054785412138302,89870.357,251 account sessions of the IS-owned book,251,2.2823863845308514,3,-5198.390616999997,0,0,IS,0,35722.053668399996,16265.946956999998,4672.916014300001,210,770855.3708,0,109,-9719.287000000011,-3533.743900000016
158955.44397359982,0,-488.0214023010417,1017.3605634086538,200,0,7332177.8639090005,R5,200,0,60866.4487,0.52,10,200,96,-11761.009749400022,-0.11033161884377651,29211.86399963745,4445.269360600047,58955.4439736,56064.33753243041,50282.12465009123,57412.3892472,234.8822469067729,58955.4439736,0,LEGACY_FILL_QTY,2.0846638254219085,97947.36660000001,251 account sessions of the IS-owned book,251,2.2583858108737345,2,-5928.241419399943,0,0,IS,0,38253.1978849,17818.365605,2883.880483699999,196,770855.3708,0,104,-9719.287000000011,-3887.2116145999753
110729.21077007987,0,-193.44703679708334,281.7319836788461,200,0,770364.7916,R5,200,0,12662.916279999996,0.52,1,200,96,-2791.376460500047,-0.027567667258194595,3069.1824366533865,91.7456050000037,10729.210770079995,10474.58146553205,9965.32285643616,9162.695260159995,42.74585964175297,10729.210770079995,0,CAUSAL_PREORDER_QTY,1.4563778713983067,51998.326499999996,251 account sessions of the IS-owned book,251,1.577742694014832,1,-530.8963420000509,0,0,IS,0,2405.0436831799975,6177.083953199998,2147.0831336999995,122,770364.7916,0,104,-1814.9681949999795,-530.8963420000509
127740.0283410997,0,-267.2879680775281,464.22213963963964,200,0,1528066.66692,R5,200,0,29663.4741,0.555,2,200,89,-5128.249590000007,-0.03870978168111594,6087.9150076494025,1353.5178725000078,27740.028341100002,26873.925632179453,25141.720214338355,26183.772582200003,110.5180411996016,27740.028341100002,0,CAUSAL_PREORDER_QTY,1.736786518968897,52306.91,251 account sessions of the IS-owned book,251,2.1661045348937926,1,-1170.8945200000162,0,0,IS,0,10485.108930900002,14815.845109,2439.0743012,112,770364.7916,0,111,-5098.640224999996,-1170.8945200000162
133497.66389850006,0,-308.6274315274725,564.9794510779817,200,0,2268767.98442,R5,200,0,35417.661700000004,0.545,3,200,91,-5040.195000000007,-0.04359071575046569,9038.916272589642,993.7339245000112,33497.6638985,32428.629321771234,30290.560168313703,31944.856097000004,133.4568282808765,33497.6638985,0,CAUSAL_PREORDER_QTY,1.830619683680613,52306.91,251 account sessions of the IS-owned book,251,2.192720280452602,1,-866.2515814000217,0,0,IS,0,18331.910416900002,13973.767835100001,1191.9856464999978,193,770364.7916,0,109,-5040.195000000007,-866.2515814000217
133111.1187986999,0,-366.7349584234043,637.5868385896226,200,0,3003715.11432,R5,200,0,35033.460771,0.53,4,200,94,-5081.392386599968,-0.042608039031783895,11966.992487330677,1840.3187189999953,33111.118798699994,31840.728843916433,29299.94893434931,31555.966826399996,131.91680796294818,33111.118798699994,0,CAUSAL_PREORDER_QTY,1.7385493909023895,52306.91,251 account sessions of the IS-owned book,251,1.960491866336737,2,-1544.5252506000543,0,0,IS,0,17804.780410699997,14985.184908999998,321.15347899999847,173,770364.7916,0,106,-5040.195000000007,-866.7406699999992
143450.20864639996,0,-370.3606033354838,727.9789229588785,200,0,3739046.4451490003,R5,200,0,45362.6196,0.535,5,200,93,-5040.195000000007,-0.03461137648826462,14896.599383063745,2028.9299454999564,43450.2086464,41971.14874070438,39013.02892931315,41904.9876928,173.10840098167333,43450.2086464,0,CAUSAL_PREORDER_QTY,1.9655949266813706,74286.1474,251 account sessions of the IS-owned book,251,2.2614909371495338,2,-1905.199340000021,0,0,IS,0,27799.922101900003,17810.8615885,-2160.5750440000006,191,770364.7916,0,107,-5040.195000000007,-1148.8289299999888
148598.1335916897,0,-392.55713162666666,762.9843221644545,200,0,4464048.617149,R5,200,0,50508.71069,0.55,6,200,90,-5943.420239100073,-0.05661579521410476,17785.05425158964,1825.923895,48598.13359169,46805.175747090274,43219.26005789082,47054.74649338,193.61806211828684,48598.13359169,0,CAUSAL_PREORDER_QTY,1.9436261901619838,82111.65000000001,251 account sessions of the IS-owned book,251,2.375543121309091,3,-2452.657235000079,0,0,IS,0,30319.929481900002,16488.38474029,1789.8193694999977,190,770364.7916,0,110,-5040.195000000007,-912.537610000014
146521.20273209971,0,-461.27550951724146,766.8333810628318,200,0,5183904.698059,R5,200,0,48435.403,0.565,7,200,87,-9782.27103600005,-0.06384882656961965,20653.006765175298,1272.7765800000125,46521.20273209999,44228.67180319068,39643.60994537205,44974.192464199994,185.34343717968125,46521.20273209999,0,CAUSAL_PREORDER_QTY,1.6624194548402949,82111.65000000001,251 account sessions of the IS-owned book,251,2.1592344643327968,3,-3243.6837931000337,0,0,IS,0,29076.193706299997,15407.648751399998,2037.3602744000007,209,770364.7916,0,113,-9782.27103600005,-2074.379740000004
158166.38533759984,0,-441.40311419058827,832.0491308156522,200,0,5905834.086659,R5,200,0,60071.584500000004,0.575,8,200,85,-9733.97099999999,-0.0830520535192888,23529.21946876096,2353.4349800000055,58166.385337600004,55676.06553510165,50695.42593010493,56628.37617520001,231.73858700239046,58166.385337600004,0,CAUSAL_PREORDER_QTY,1.8850096523251794,89955.66100000001,251 account sessions of the IS-owned book,251,2.5503071766752425,3,-3694.639998000057,0,0,IS,0,35789.2340619,17812.256495400004,4564.894780299999,169,770364.7916,0,115,-9733.97099999999,-2469.96987000003
156364.18943609987,0,-485.4719607571429,922.4049345412843,200,0,6616127.2937590005,R5,200,0,58274.087999999996,0.545,9,200,91,-11186.513669100124,-0.10588886669246134,26359.072883501995,2175.9726275000285,56364.189436099994,53679.2687549441,48309.42739263232,54821.480872199994,224.55852364980078,56364.189436099994,0,CAUSAL_PREORDER_QTY,1.9000169095300583,89955.66100000001,251 account sessions of the IS-owned book,251,2.2758444300964435,3,-5228.094627600076,0,0,IS,0,35774.4499369,15932.284621399998,4657.454877800001,210,770364.7916,0,109,-9733.97100000002,-3534.6833600000537
158670.34101209976,0,-487.80929835312503,1014.4234005192308,200,0,7328217.997359,R5,200,0,60578.804299999996,0.52,10,200,96,-11773.840909600054,-0.11050409687063634,29196.08763888048,4421.239416200042,58670.3410121,55780.72341077972,50001.48820813917,57129.067724199995,233.74637853426293,58670.3410121,0,CAUSAL_PREORDER_QTY,2.07954912697234,98288.3824,251 account sessions of the IS-owned book,251,2.252844887553368,2,-5949.51104529998,0,0,IS,0,38314.7472146,17465.908064,2889.685733499999,196,770364.7916,0,104,-9733.97100000002,-3883.051880500003
