book,date,pnl,equity,gross,gross_to_equity,tickets,symbols,largest_symbol_gross,largest_symbol_equity_fraction,stale_gross,new_gross,preorder_gross,pacing_scale,above_130k,excess_130k,excursion_cause,borrow_base,extra_spread
PARENT,2025-10-13,-2887.190000000003,84418.44056919997,77220.06000000001,0.9147297614044497,19,13,9459.900000000001,0.11205963929463347,13422.470000000001,0.0,77410.88500000002,1.0,False,0,none,211.56180821917812,0.0
PARENT,2025-10-14,-1575.7849999999994,82842.65556919997,78795.845,0.951150641642341,19,13,9459.900000000001,0.11419117283243022,13422.470000000001,0.0,79003.90999999999,1.0,False,0,none,215.87902739726027,0.0
PARENT,2025-10-15,-282.48239999999873,82560.17316919997,69781.065,0.8452146152478351,17,12,8853.39,0.1072356035622132,3962.57,0.0,69625.74600000001,1.0,False,0,none,191.181,9.287400000000002
PARENT,2025-10-16,4516.480230000001,87076.65339919997,61199.14980000001,0.7028192679780029,17,15,8071.08,0.09268936833158259,3962.57,31900.41,65175.09,1.0,False,0,none,167.66890356164384,67.78497
PARENT,2025-10-17,1657.8681999999976,88734.52159919997,59541.2816,0.6710047062510655,17,15,7337.720000000001,0.08269295723645574,3962.57,0.0,59712.531,1.0,False,0,none,489.38039671232883,0.0
PARENT,2025-10-20,934.048800000003,89668.57039919998,58607.2328,0.6535983850203425,17,15,7266.65,0.08103898576334204,3962.57,0.0,58690.139800000004,1.0,False,0,none,160.5677610958904,0.0
PARENT,2025-10-21,4338.819799999999,94007.39019919997,54268.413,0.5772781574406672,17,15,7054.700000000001,0.07504410009735636,9332.3168,0.0,54375.777,1.0,False,0,none,148.68058356164383,0.0
PARENT,2025-10-22,5041.543000000001,99048.93319919998,49226.87,0.49699545881022783,17,15,6930.150000000001,0.06996693226430405,3962.57,0.0,49125.225,1.0,False,0,none,134.86813698630138,0.0
PARENT,2025-10-23,-2308.750130000001,96740.18306919998,54496.72,0.563330751204156,16,13,7463.76,0.07715263464677381,3962.57,27897.380000000005,51491.957200000004,1.0,False,0,none,149.30608219178083,53.31013000000001
PARENT,2025-10-24,1300.4870000000014,98040.67006919999,53196.233,0.5425935273846306,16,13,7699.400000000001,0.07853271499027432,3962.57,0.0,53045.2154,1.0,False,0,none,437.2293123287671,0.0
PARENT,2025-10-27,2522.1777999999995,100562.84786919999,50674.0552,0.503904337175402,16,13,7622.68,0.07580016041226936,3962.57,0.0,50631.202699999994,1.0,False,0,none,138.8330279452055,0.0
PARENT,2025-10-28,2405.2340000000004,102968.08186919999,48268.8212,0.4687745981450419,16,13,7030.84,0.06828174199584734,3962.57,0.0,48255.04500000001,1.0,False,0,none,132.24334575342465,0.0
PARENT,2025-10-29,4912.247199999999,107880.32906919999,43356.574,0.4018950848044676,16,13,7430.88,0.0688807687565863,3962.57,0.0,43308.201499999996,1.0,False,0,none,118.78513424657534,0.0
PARENT,2025-10-30,-131.68433450000032,107748.64473469999,56449.4193,0.5238991120397889,16,16,4426.240000000001,0.0410793101936302,3962.57,31878.845,43453.275,1.0,False,0,none,154.65594328767125,51.8395345
PARENT,2025-10-31,-974.2306999999996,106774.41403469999,57423.65,0.5378034664871888,16,16,4458.78,0.04175888053622066,3962.57,0.0,57466.9446,1.0,False,0,none,471.9752054794521,0.0
PARENT,2025-11-03,1506.9099999999985,108281.3240347,55916.740000000005,0.516402440573047,16,16,4620.33,0.0426696851113435,8042.07,0.0,55904.857,1.0,False,0,none,153.19654794520548,0.0
PARENT,2025-11-04,1989.7125000000021,110271.0365347,53927.027500000004,0.4890407236085995,16,16,4500.962500000001,0.040817268445496484,8042.07,0.0,53903.285,1.0,False,0,none,147.74528082191782,0.0
PARENT,2025-11-05,113.48249999999899,110384.5190347,53813.545000000006,0.48750989242507287,16,16,4559.3,0.041303799118486514,8042.07,0.0,53766.21000000001,1.0,False,0,none,147.4343698630137,0.0
PARENT,2025-11-06,1236.2656100000017,111620.7846447,62522.118,0.5601297123919535,16,13,8313.58,0.07448057300853911,8042.07,27921.345,52461.70599999999,1.0,False,0,none,171.29347397260275,49.56638999999999
PARENT,2025-11-07,169.21299999999863,111789.99764470001,62352.905000000006,0.5577681931631758,16,13,8207.12,0.07341551277319579,8042.07,0.0,62294.028000000006,1.0,False,0,none,512.4896301369864,0.0
PARENT,2025-11-10,-224.51000000000056,111565.48764470001,62577.415,0.5609029846155366,16,13,8068.719999999999,0.07232272426125418,8042.07,0.0,62514.69000000001,1.0,False,0,none,171.44497260273974,0.0
PARENT,2025-11-11,-23.25699999999911,111542.23064470002,62600.672000000006,0.5612284391138318,16,13,7895.030000000001,0.07078063576788561,3962.57,0.0,62633.810600000004,1.0,False,0,none,171.50869041095893,0.0
PARENT,2025-11-12,-177.12800000000146,111365.10264470002,62777.8,0.5637115982399507,16,13,8072.18,0.07248392726537987,3962.57,0.0,62743.450000000004,1.0,False,0,none,171.99397260273975,0.0
PARENT,2025-11-13,2321.4329350000007,113686.53557970002,63059.9,0.5546822205325433,16,12,8536.640000000001,0.07508927909950588,3962.57,31882.700000000004,60325.22,1.0,False,0,none,172.7668493150685,62.497065
PARENT,2025-11-14,-2059.6999999999994,111626.83557970003,65119.600000000006,0.5833686824661934,16,12,9290.6,0.08322909049380549,3962.57,0.0,65061.71500000001,1.0,False,0,none,535.2295890410959,0.0
PARENT,2025-11-17,250.96999999999952,111877.80557970003,64868.630000000005,0.5798167890751896,16,12,10526.6,0.09409015439171277,3962.57,0.0,64939.06500000002,1.0,False,0,none,177.72227397260275,0.0
PARENT,2025-11-18,-320.6499999999988,111557.15557970003,65189.28,0.5843576744248079,16,12,11354.720000000001,0.10178387877492827,3962.57,0.0,65233.69999999999,1.0,False,0,none,178.60076712328768,0.0
PARENT,2025-11-19,-300.19520000000205,111256.96037970003,65489.4752,0.5886326120765495,16,12,11173.44,0.10042913236050181,3962.57,0.0,65483.735,1.0,False,0,none,179.4232197260274,0.0
PARENT,2025-11-20,2619.964570000002,113876.92494970003,66895.48000000001,0.5874366561052474,17,14,9023.68,0.07924063636233418,8317.050000000001,31858.290000000005,62812.1111,1.0,False,0,none,183.27528767123292,59.925630000000005
PARENT,2025-11-21,-162.84999999999997,113714.07494970002,67058.33,0.589710025163221,17,14,9103.260000000002,0.08005394234642206,3962.57,0.0,67103.65000000001,1.0,False,0,none,551.1643561643835,0.0
PARENT,2025-11-24,-2373.1299999999987,111340.94494970002,69431.46,0.6235932345586499,17,14,9708.760000000002,0.08719846956917855,8403.97,0.0,69356.05,1.0,False,0,none,190.2231780821918,0.0
PARENT,2025-11-25,-1633.4550000000008,109707.48994970002,71064.91500000001,0.647767212909371,17,14,10151.64,0.09253370033946126,8403.97,0.0,70955.99,1.0,False,0,none,194.698397260274,0.0
PARENT,2025-11-26,-1600.054999999999,108107.43494970002,72664.97,0.6721551578187882,17,14,9947.5,0.09201494795088191,12677.36,0.0,72577.875,1.0,False,0,none,398.1642191780822,0.0
PARENT,2025-11-28,-668.7776050000023,107438.65734470003,75166.26000000001,0.6996202471038044,18,14,9106.77,0.08476250750958625,12677.36,31909.300000000003,73263.60499999998,1.0,False,0,none,617.8048767123288,62.082604999999994
PARENT,2025-12-01,680.4400000000004,108119.09734470003,74485.82,0.6889238055930855,18,14,8978.37,0.08304148129701452,12677.36,0.0,74526.475,1.0,False,0,none,204.07073972602743,0.0
PARENT,2025-12-02,2030.6699999999994,110149.76734470003,72455.15000000001,0.6577875899933643,18,14,8721.57,0.07917919583712718,12677.36,0.0,72453.7675,1.0,False,0,none,198.50726027397263,0.0
PARENT,2025-12-03,-389.2999999999986,109760.46734470002,72844.45,0.6636674547971249,18,14,8750.460000000001,0.07972323926536681,12677.36,0.0,72868.735,1.0,False,0,none,199.57383561643834,0.0
PARENT,2025-12-04,-288.80999000000014,109471.65735470003,104934.715,0.9585560092508708,26,19,12854.925,0.11742696978039394,12677.36,31841.990000000005,72960.78000000001,1.0,False,0,none,287.49236986301366,31.849990000000002
PARENT,2025-12-05,584.4872020999981,110056.14455680003,74976.261,0.6812546569020025,19,16,8031.52,0.07297657057080469,12677.36,0.0,104293.56000000001,1.0,False,0,none,616.2432410958904,29.338897900000003
PARENT,2025-12-08,-3246.5840000000017,106809.56055680003,78222.845,0.7323580828553455,19,16,7997.4400000000005,0.07487569425722952,12677.36,0.0,78271.435,1.0,False,0,none,214.30916438356164,0.0
PARENT,2025-12-09,-368.6199999999986,106440.94055680004,78591.46500000001,0.7383574833976714,19,16,7758.88,0.07289375647577664,12677.36,0.0,78641.765,1.0,False,0,none,215.31908219178086,0.0
PARENT,2025-12-10,-2411.514999999999,104029.42555680004,81002.98,0.7786544967103792,19,16,8696.08,0.08359250234686669,12677.36,0.0,80991.54,1.0,False,0,none,221.9259726027397,0.0
PARENT,2025-12-11,-1894.1285750000004,102135.29698180004,114750.58,1.1235154093735875,27,21,12157.6,0.11903426493356571,12677.36,31893.575000000004,82787.90000000001,1.0,False,0,none,314.3851506849315,31.893575000000002
PARENT,2025-12-12,879.7378200000005,103015.03480180004,77504.65000000001,0.7523625085320627,19,16,8528.45,0.08278840090098168,12677.36,0.0,113768.69499999998,1.0,False,0,none,637.0245205479453,36.32218
PARENT,2025-12-15,536.5204100000003,103551.55521180003,72668.98000000001,0.7017661864311541,18,15,8518.650000000001,0.08226481951503586,8235.960000000001,0.0,72592.33000000002,1.0,False,0,none,199.09309589041098,4.29459
PARENT,2025-12-16,1424.8799999999985,104976.43521180004,71244.1,0.6786675491147912,18,15,8396.150000000001,0.07998128325714207,8235.960000000001,0.0,71249.34500000002,1.0,False,0,none,195.18931506849316,0.0
PARENT,2025-12-17,783.2900000000018,105759.72521180005,70460.81,0.6662348059139851,18,15,8503.95,0.0804082081621292,8235.960000000001,0.0,70409.26,1.0,False,0,none,193.04331506849314,0.0
PARENT,2025-12-18,-126.87231000000048,105632.85290180004,65466.810000000005,0.6197580411925466,17,13,7830.81,0.0741323346372155,3962.57,31900.94,66220.52500000001,1.0,False,0,none,179.36112328767123,68.83731
PARENT,2025-12-19,-1891.8350000000005,103741.01790180003,67358.645,0.6492961642593565,17,13,8312.2,0.08012452709754811,3962.57,0.0,67376.007,1.0,False,0,none,553.6326986301369,0.0
PARENT,2025-12-22,-2068.1949999999974,101672.82290180004,69426.84,0.6828456023794619,17,13,8900.099999999999,0.08753666659374743,3962.57,0.0,69423.05,1.0,False,0,none,190.2105205479452,0.0
PARENT,2025-12-23,-400.3199999999998,101272.50290180004,69827.16,0.6894977214862424,17,13,8780.970000000001,0.08670635906485458,3962.57,0.0,69794.45189200001,1.0,False,0,none,191.3072876712329,0.0
PARENT,2025-12-24,-1068.0900000000024,100204.41290180004,70895.25,0.7075062659114334,17,13,9038.7,0.09020261421877591,3962.57,0.0,71029.4338,1.0,False,0,none,388.46712328767126,0.0
PARENT,2025-12-26,356.04574000000116,100560.45864180004,70974.43000000001,0.7057886465376364,17,14,8993.6,0.08943475518578854,3962.57,31916.280000000002,70376.93500000001,1.0,False,0,none,583.351479452055,64.00426
PARENT,2025-12-29,212.28000000000145,100772.73864180004,70762.15000000001,0.702195365073151,17,14,8964.8,0.0889605673203511,3962.57,0.0,70807.81999999999,1.0,False,0,none,193.86890410958907,0.0
PARENT,2025-12-30,748.3749999999984,101521.11364180004,70013.775,0.6896474288789983,17,14,8742.4,0.08611410657733788,3962.57,0.0,69981.105,1.0,False,0,none,191.8185616438356,0.0
PARENT,2025-12-31,193.89500000000012,101715.00864180004,69819.88,0.6864265257635475,17,14,8609.6,0.08464434221619742,3962.57,0.0,69874.69000000002,1.0,False,0,none,382.57468493150685,0.0
PARENT,2026-01-02,489.2940670000004,102204.30270880004,101241.133,0.9905760356142315,25,20,12079.06,0.11818543524939057,3962.57,31950.933,69306.585,1.0,False,0,none,832.1189013698629,31.950933000000006
PARENT,2026-01-05,152.617319999999,102356.92002880004,70012.54340000001,0.6840040065713258,17,15,9117.36,0.08907419251609623,3962.57,0.0,101002.46500000004,1.0,False,0,none,191.8151873972603,31.037280000000003
PARENT,2026-01-06,-1580.3265999999994,100776.59342880004,71592.87000000001,0.7104116895019009,17,15,9250.2,0.09178917132712355,3962.57,0.0,71414.9256,1.0,False,0,none,196.1448493150685,0.0
PARENT,2026-01-07,-3511.495,97265.09842880005,75104.365,0.7721615071924064,17,15,9911.36,0.10190047776752428,3962.57,0.0,75080.03,1.0,False,0,none,205.76538356164386,0.0
PARENT,2026-01-08,1963.0140930000016,99228.11252180005,105007.3128,1.0582415621070116,25,19,12461.68,0.12558618402886798,3962.57,31905.107,73058.8462,1.0,False,0,none,287.6912679452055,31.905107
PARENT,2026-01-09,-1877.032200000002,97351.08032180005,106884.345,1.0979266449502887,25,19,13001.52,0.13355290929512717,3962.57,0.0,106918.42580000001,1.0,False,0,none,878.5014657534248,0.0
PARENT,2026-01-12,-5376.869264999999,91974.21105680005,74386.08,0.8087710581617468,17,14,10424.84,0.11334525058945039,3962.57,0.0,112506.71919999999,1.0,False,0,none,203.7974794520548,37.92926500000001
PARENT,2026-01-13,2916.755000000002,94890.96605680005,71469.325,0.7531731203708024,17,14,10690.279999999999,0.11265856428947078,3962.57,0.0,71588.21500000001,1.0,False,0,none,195.80636986301369,0.0
PARENT,2026-01-14,-1760.057000000003,93130.90905680005,73229.382,0.7863058864306562,17,14,10807.2,0.11604310652018597,3962.57,0.0,73126.41340000002,1.0,False,0,none,200.62844383561642,0.0
PARENT,2026-01-15,520.9809392000012,93651.88999600006,104580.9998,1.116699297840831,25,20,10924.12,0.11664601750660428,3962.57,31912.0608,72634.29000000001,1.0,False,0,none,286.5232871232877,31.912060800000003
PARENT,2026-01-16,-2764.1193599999992,90887.77063600006,70330.55500000001,0.7738175830241184,17,15,9342.14,0.10278764606752977,3962.57,0.0,107364.4,1.0,False,0,none,770.7458082191781,36.96916
PARENT,2026-01-20,2879.8175000000024,93767.58813600006,67450.7375,0.7193395803480599,17,15,9389.25,0.10013321432968796,3962.57,0.0,67379.958582,1.0,False,0,none,184.79654109589043,0.0
PARENT,2026-01-21,2536.4824999999973,96304.07063600006,64914.255000000005,0.6740551523035411,17,15,9142.2,0.09493056668969603,3962.57,0.0,64953.87800000001,1.0,False,0,none,177.84727397260275,0.0
PARENT,2026-01-22,-4659.124054999998,91644.94658100007,101403.845,1.1064859414847774,25,20,13745.050000000001,0.14998153758376068,3962.57,31869.055,69636.47000000002,1.0,False,0,none,277.81875342465753,31.869055
PARENT,2026-01-23,1164.368164999997,92809.31474600006,63718.925,0.6865574341798077,17,14,9256.135000000002,0.09973282342760674,3962.57,0.0,100081.222,1.0,False,0,none,523.717191780822,36.476835
PARENT,2026-01-26,1655.2500000000002,94464.56474600006,62063.675,0.6570048268033541,17,14,8341.855,0.08830671080134544,3962.57,0.0,62015.039600000004,1.0,False,0,none,170.03746575342467,0.0
PARENT,2026-01-27,-1563.0348999999992,92901.52984600006,63626.7099,0.6848833383634477,17,14,8238.830000000002,0.0886834696226989,3962.57,0.0,63750.9879,1.0,False,0,none,174.31975315068493,0.0
PARENT,2026-01-28,1162.916900000001,94064.44674600006,62463.793000000005,0.6640531588802033,17,14,8774.56,0.09328242820258892,3962.57,0.0,62572.795000000006,1.0,False,0,none,171.13367945205482,0.0
PARENT,2026-01-29,1591.1041949999997,95655.55094100005,92756.53000000001,0.9696931237917584,25,20,12502.78,0.13070626719521655,3962.57,31923.805000000004,60867.564999999995,1.0,False,0,none,254.12747945205484,31.923805000000005
PARENT,2026-01-30,6618.313423500001,102273.86436450006,59658.83,0.5833242966881379,17,15,7395.57,0.0723114360247744,3962.57,0.0,85995.82000000002,1.0,False,0,none,490.34654794520543,29.0100765
PARENT,2026-02-02,-813.2149999999993,101460.64936450006,60472.045000000006,0.5960147641353308,17,15,7955.43,0.07840901915992976,3962.57,0.0,60481.9615,1.0,False,0,none,165.67683561643838,0.0
PARENT,2026-02-03,-1377.8699999999988,100082.77936450006,61849.915,0.6179875838054366,17,15,8137.535,0.0813080437181227,3962.57,0.0,61777.727,1.0,False,0,none,169.45182191780822,0.0
PARENT,2026-02-04,2251.5499999999997,102334.32936450007,59598.365,0.582388777745533,17,15,7925.33,0.07744546770586752,3962.57,0.0,59593.98500000001,1.0,False,0,none,163.2831917808219,0.0
PARENT,2026-02-05,2175.277005,104509.60636950006,64007.310000000005,0.6124538425080109,17,12,8608.36,0.08236907877697501,3962.57,31904.43,57282.23490000001,1.0,False,0,none,175.36249315068494,57.63299500000001
