book,date,pnl,equity,gross,gross_to_equity,tickets,symbols,largest_symbol_gross,largest_symbol_equity_fraction,stale_gross,new_gross,preorder_gross,pacing_scale,above_130k,excess_130k,excursion_cause,borrow_base,extra_spread
R5,2026-08-26,-53.07999999999907,163470.33131879993,97390.38,0.595767924456391,26,21,11359.47,0.06948949028461167,37883.84,0.0,97410.11119999998,1.0,False,0,none,266.8229589041096,0.0
R5,2026-08-27,3336.9943149999976,166807.32563379992,108101.955,0.6480647932532734,26,19,13670.93,0.08195641257394441,37883.84,35168.600000000006,94023.76000000002,1.0,False,0,none,296.1697397260274,56.220685
R5,2026-08-28,3200.775000000002,170008.1006337999,104901.18000000001,0.6170363624375687,26,19,12918.535,0.07598776147630003,37883.84,0.0,104845.5355,1.0,False,0,none,862.2014794520549,0.0
R5,2026-08-31,-1086.9600000000012,168921.14063379992,105988.14000000001,0.6274415363425064,26,19,14106.68,0.08351044722449236,37883.84,0.0,106087.68380000001,1.0,False,0,none,0.0,0.0
A4,2025-09-02,0.0,100000.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,0,none,0.0,0.0
A4,2025-09-03,0.0,100000.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,0,none,0.0,0.0
A4,2025-09-04,-25.85555,99974.14445,21855.550000000003,0.21861202334100097,8,8,3988.75,0.039897815799713,0.0,21855.550000000003,0.0,1.0,False,0,none,59.8782191780822,21.85555
A4,2025-09-05,-339.99000000000024,99634.15445,22195.54,0.22277039557894296,8,8,4033.8,0.04048611665615435,0.0,0.0,22176.895,1.0,False,0,none,182.42909589041093,0.0
A4,2025-09-08,-250.12499999999952,99384.02945,22445.665,0.22584780597261245,8,8,4758.645,0.047881385231960935,0.0,0.0,22391.097,1.0,False,0,none,61.49497260273973,0.0
A4,2025-09-09,-732.9689999999998,98651.06045,23178.634000000002,0.23495575105092548,8,8,4758.645,0.048237139857324265,4758.645,0.0,23168.030000000002,1.0,False,0,none,63.503106849315074,0.0
A4,2025-09-10,-106.7660000000007,98544.29445,23285.4,0.23629374110354698,8,8,4758.645,0.048289401497663274,4758.645,0.0,23258.8111,1.0,False,0,none,63.79561643835617,0.0
A4,2025-09-11,442.8491900000003,98987.14364,42607.199,0.4304316442845891,16,14,6205.720000000001,0.06269218175007844,0.0,19786.81,22833.675000000003,1.0,False,0,none,116.73205205479452,19.786810000000003
A4,2025-09-12,528.3490000000006,99515.49264,42078.85,0.42283717724456615,16,14,6195.700000000001,0.06225864773049071,1939.13,0.0,42097.025,1.0,False,0,none,345.8535616438356,0.0
A4,2025-09-15,80.04000000000048,99595.53263999999,41998.81,0.4216937134299963,16,14,6048.74,0.060733045345155154,1939.13,0.0,41974.585,1.0,False,0,none,115.06523287671233,0.0
A4,2025-09-16,-436.50000000000205,99159.03263999999,42435.310000000005,0.42795203694718104,16,14,6252.4800000000005,0.06305507257921553,1939.13,0.0,42429.65,1.0,False,0,none,116.26112328767125,0.0
A4,2025-09-17,-228.52499999999876,98930.50764,42663.835,0.4312505415948152,16,14,6224.924999999999,0.06292219810143895,1939.13,0.0,42744.060000000005,1.0,False,0,none,116.88721917808219,0.0
A4,2025-09-18,-1152.888506700001,97777.6191333,44249.6405,0.4525538757460904,16,12,8255.16,0.08442790971158501,1939.13,23881.418500000003,43731.63999999999,1.0,False,0,none,121.23189178082193,47.27330670000001
A4,2025-09-19,29.985499999999718,97807.6046333,44219.655000000006,0.4521085570573803,16,12,8135.1,0.08317451419549732,1939.13,0.0,44242.3228,1.0,False,0,none,363.4492191780823,0.0
A4,2025-09-22,-575.8599999999999,97231.7446333,44795.515,0.46070874454574373,16,12,8023.3200000000015,0.0825174949833428,1939.13,0.0,44949.930499999995,1.0,False,0,none,122.72743835616438,0.0
A4,2025-09-23,-185.16639999999902,97046.5782333,44980.6814,0.4634957998402214,16,12,7791.48,0.08028598371875904,1939.13,0.0,44989.2815,1.0,False,0,none,123.23474356164384,0.0
A4,2025-09-24,-992.7959,96053.7823333,45973.4773,0.4786222487363923,16,12,8054.370000000001,0.08385271047476187,1939.13,0.0,45979.06419999999,1.0,False,0,none,125.95473232876712,0.0
A4,2025-09-25,2226.903334999999,98280.6856683,48211.16,0.490545621168273,17,14,5918.52,0.060220581081161434,1939.13,23778.405,43692.05,1.0,False,0,none,132.0853698630137,43.04396500000001
A4,2025-09-26,-717.3240000000008,97563.36166829999,48928.484000000004,0.5015046956494705,17,14,6148.8,0.06302365862407396,1939.13,0.0,48956.26400000001,1.0,False,0,none,402.1519232876713,0.0
A4,2025-09-29,-2266.8359999999993,95296.52566829999,51195.32,0.5372212642693428,17,14,6530.839999999999,0.06853177441884911,1939.13,0.0,51246.4711,1.0,False,0,none,140.2611506849315,0.0
A4,2025-09-30,-438.6810000000007,94857.8446683,51634.001000000004,0.5443303206029441,17,14,6623.720000000001,0.06982785686478438,1939.13,0.0,51588.505,1.0,False,0,none,141.46301643835616,0.0
A4,2025-10-01,-918.4089999999995,93939.4356683,52552.41,0.5594286321408454,17,14,7074.360000000001,0.07530766977331603,1939.13,0.0,52560.4972,1.0,False,0,none,143.97920547945208,0.0
A4,2025-10-02,-2397.4451096999987,91541.9905586,57456.2097,0.627648681762276,18,13,7074.360000000001,0.07727994504851188,9013.49,25897.7397,54972.50920000001,1.0,False,0,none,157.41427315068492,49.2301097
A4,2025-10-03,-233.74530000000112,91308.2452586,57689.955,0.6318153945091436,18,13,7074.360000000001,0.07747777848500151,9013.49,0.0,57643.79209999999,1.0,False,0,none,474.16401369863013,0.0
A4,2025-10-06,-406.5150000000008,90901.7302586,58096.47000000001,0.6391129171548815,18,13,7074.360000000001,0.07782426120905121,9013.49,0.0,58178.35,1.0,False,0,none,159.16841095890413,0.0
A4,2025-10-07,-441.1146999999985,90460.6155586,58537.5847,0.6471057524705832,18,13,7074.360000000001,0.07820375703078497,9013.49,0.0,58530.2304,1.0,False,0,none,160.37694438356164,0.0
A4,2025-10-08,-1869.5903000000008,88591.0252586,60407.175,0.6818656271746438,18,13,7074.360000000001,0.0798541384903236,9013.49,0.0,60537.01960000001,1.0,False,0,none,165.4991095890411,0.0
A4,2025-10-09,-1062.8848479999974,87528.1404106,68520.648,0.7828413545468388,19,13,9664.199999999999,0.11041249082483222,9013.49,29795.228000000003,61382.405000000006,1.0,False,0,none,187.72780273972603,52.479848000000004
A4,2025-10-10,6162.707999999999,93690.8484106,62357.94,0.6655713024042266,19,13,8495.76,0.090678653722585,9013.49,0.0,62478.8682,1.0,False,0,none,512.5310136986302,0.0
A4,2025-10-13,-1560.380000000002,92130.46841059999,63918.32000000001,0.6937804735251508,19,13,8899.800000000001,0.09659996474061172,9013.49,0.0,64139.435000000005,1.0,False,0,none,175.11868493150686,0.0
A4,2025-10-14,-925.7449999999992,91204.7234106,64844.065,0.7109726621073629,19,13,8869.77,0.09725121318628041,9013.49,0.0,65042.875,1.0,False,0,none,177.65497260273972,0.0
A4,2025-10-15,-134.58535999999913,91070.1380506,58025.915,0.6371563307366449,17,12,8853.39,0.09721507169650843,1939.13,0.0,57864.568,1.0,False,0,none,158.9751095890411,6.945360000000001
A4,2025-10-16,3363.1779500000002,94433.3160006,52096.7248,0.551677384702545,17,15,8071.08,0.08546856492838523,1939.13,25900.425000000003,54589.94499999999,1.0,False,0,none,142.73075287671233,54.302249999999994
A4,2025-10-17,1206.5781999999977,95639.8942006,50890.14660000001,0.532101661397287,17,15,7337.720000000001,0.07672237680030775,1939.13,0.0,51064.3377,1.0,False,0,none,418.2751775342466,0.0
A4,2025-10-20,868.1618000000027,96508.0560006,50021.9848,0.5183192665251594,17,15,7266.65,0.07529578670566965,1939.13,0.0,50090.29980000001,1.0,False,0,none,137.04653369863013,0.0
A4,2025-10-21,3500.1323999999986,100008.1884006,46521.8524,0.46518043316261987,17,15,7054.700000000001,0.07054122380200695,7308.876800000001,0.0,46613.102,1.0,False,0,none,127.4571298630137,0.0
A4,2025-10-22,4619.0324,104627.2208006,41902.82,0.4004963496054146,17,15,6930.150000000001,0.06623658687453407,1939.13,0.0,41825.42,1.0,False,0,none,114.80224657534247,0.0
A4,2025-10-23,-2310.777255000001,102316.44354559999,44139.645000000004,0.43140323754830295,16,13,6108.75,0.0597044794395876,1939.13,23925.305,44182.4722,1.0,False,0,none,120.93053424657535,48.407255000000006
A4,2025-10-24,1470.0620000000013,103786.5055456,42669.583,0.41112842922775295,16,13,5944.75,0.05727864107909572,1939.13,0.0,42536.93019999999,1.0,False,0,none,350.708901369863,0.0
A4,2025-10-27,2154.7874999999995,105941.2930456,40514.7955,0.3824268548672644,16,13,5842.2,0.05514563615421759,1939.13,0.0,40475.600300000006,1.0,False,0,none,110.9994397260274,0.0
A4,2025-10-28,1902.3140000000005,107843.6070456,38612.4815,0.3580414505578742,16,13,5527.921,0.05125868052301519,1939.13,0.0,38591.850000000006,1.0,False,0,none,105.78762054794521,0.0
A4,2025-10-29,4771.6145,112615.2215456,33840.867,0.3004999371803145,16,13,5695.2,0.05057220437730887,1939.13,0.0,33806.5665,1.0,False,0,none,92.71470410958904,0.0
A4,2025-10-30,52.59439269999993,112667.8159383,40799.945,0.3621259954337197,16,16,4042.3450000000003,0.035878435792291385,1939.13,21902.895000000004,33767.8675,1.0,False,0,none,111.78067123287671,37.41030730000001
A4,2025-10-31,-214.64499999999947,112453.1709383,41014.590000000004,0.3647259535482872,16,16,4079.4900000000002,0.03627723403405232,1939.13,0.0,41027.8383,1.0,False,0,none,337.10621917808226,0.0
A4,2025-11-03,1625.8299999999986,114079.0009383,39388.76,0.3452761654294601,16,16,4003.5850000000005,0.035094846265048836,3978.88,0.0,39374.804000000004,1.0,False,0,none,107.91441095890411,0.0
A4,2025-11-04,1671.9075000000012,115750.9084383,37716.8525,0.32584498047464255,16,16,3956.75,0.034183317032964025,3978.88,0.0,37690.9,1.0,False,0,none,103.33384246575342,0.0
A4,2025-11-05,84.57749999999976,115835.4859383,37632.275,0.32487691224470633,16,16,4074.645,0.03517613766622749,3978.88,0.0,37603.675,1.0,False,0,none,103.10212328767123,0.0
A4,2025-11-06,1003.8744300000009,116839.3603683,45860.638,0.3925101768397097,16,13,6144.82,0.0525920373120013,3978.88,23908.765,36559.876000000004,1.0,False,0,none,125.64558356164383,41.76257
A4,2025-11-07,121.932999999999,116961.2933683,45738.705,0.3910584748406737,16,13,6072.320000000001,0.051917346543688105,3978.88,0.0,45684.388000000006,1.0,False,0,none,375.9345616438356,0.0
A4,2025-11-10,-154.57000000000016,116806.7233683,45893.275,0.39289925850668034,16,13,5969.92,0.051109386753161574,3978.88,0.0,45844.06500000001,1.0,False,0,none,125.735,0.0
A4,2025-11-11,-100.00299999999933,116706.7203683,45993.278000000006,0.3940927982112395,16,13,5852.26,0.050145012913837286,1939.13,0.0,46014.9974,1.0,False,0,none,126.00898082191783,0.0
A4,2025-11-12,-232.64200000000136,116474.07836829999,46225.920000000006,0.3968773193794253,16,13,5972.4800000000005,0.05127733212118287,1939.13,0.0,46191.59,1.0,False,0,none,126.64635616438358,0.0
A4,2025-11-13,2078.412815000001,118552.4911833,48706.380000000005,0.4108423156177512,16,12,7695.040000000001,0.06490829440355084,1939.13,23876.38,44083.354999999996,1.0,False,0,none,133.4421369863014,44.492185
A4,2025-11-14,-1538.6649999999993,117013.8261833,50245.045,0.42939408648420796,16,12,7978.76,0.06818647214818375,1939.13,0.0,50187.125,1.0,False,0,none,412.97297260273973,0.0
A4,2025-11-17,133.83499999999933,117147.6611833,50111.21000000001,0.42776107942600233,16,12,7716.1,0.06586644515187273,1939.13,0.0,50159.755000000005,1.0,False,0,none,137.29098630136988,0.0
A4,2025-11-18,-317.21999999999883,116830.4411833,50428.43,0.4316377605805733,16,12,8323.12,0.07124102173800338,1939.13,0.0,50462.22999999999,1.0,False,0,none,138.16008219178082,0.0
A4,2025-11-19,-175.93520000000152,116654.5059833,50604.3652,0.43379691828830347,16,12,8190.24,0.07020937537699998,1939.13,0.0,50597.16500000001,1.0,False,0,none,138.64209643835616,0.0
A4,2025-11-20,1910.8217200000017,118565.3277033,51628.6,0.4354443326736829,17,14,9023.68,0.07610724125505745,6293.610000000001,25872.579999999998,48664.881100000006,1.0,False,0,none,141.44821917808218,49.05848000000001
A4,2025-11-21,178.68000000000035,118744.00770330001,51449.920000000006,0.4332843483652284,17,14,9103.260000000002,0.0766629000997329,1939.13,0.0,51512.62000000001,1.0,False,0,none,422.8760547945206,0.0
A4,2025-11-24,-1580.2049999999995,117163.80270330001,53030.125,0.4526152598024745,17,14,9708.760000000002,0.0828648420074415,6380.53,0.0,52971.98,1.0,False,0,none,145.28801369863012,0.0
A4,2025-11-25,-1315.9500000000005,115847.85270330001,54346.075000000004,0.46911594588798033,17,14,10151.64,0.08762907350557066,6380.53,0.0,54259.415,1.0,False,0,none,148.89335616438356,0.0
A4,2025-11-26,-935.5349999999987,114912.31770330001,55281.61,0.4810764512011269,17,14,9947.5,0.08656600266025555,10653.92,0.0,55220.955,1.0,False,0,none,302.9129315068493,0.0
A4,2025-11-28,-496.7846750000018,114415.53302830001,61932.035,0.5412904468546371,18,14,8617.78,0.07532001793732362,10653.92,27911.33,55708.094999999994,1.0,False,0,none,509.0304246575343,49.694675000000004
A4,2025-12-01,528.7450000000003,114944.2780283,61403.29,0.5342004930848504,18,14,8508.640000000001,0.07402404143949749,10653.92,0.0,61446.56999999999,1.0,False,0,none,168.22819178082193,0.0
A4,2025-12-02,1636.2349999999994,116580.5130283,59767.055,0.5126676272688172,18,14,8337.44,0.07151658354751005,10653.92,0.0,59760.292499999996,1.0,False,0,none,163.74535616438357,0.0
A4,2025-12-03,-517.2999999999986,116063.2130283,60284.355,0.5194096684648969,18,14,8375.960000000001,0.07216722492386686,10653.92,0.0,60302.93999999999,1.0,False,0,none,165.16261643835617,0.0
A4,2025-12-04,-202.9792900000005,115860.2337383,90285.25,0.7792600367433433,26,19,10339.23,0.08923881530701723,10653.92,29836.290000000005,60348.85,1.0,False,0,none,247.3568493150685,29.84429
A4,2025-12-05,358.57179209999885,116218.8055304,67269.53,0.5788179433870014,19,16,8031.52,0.06910688819546636,10653.92,0.0,89875.10999999999,1.0,False,0,none,552.9002465753424,22.6303079
A4,2025-12-08,-2756.3350000000005,113462.4705304,70025.865,0.6171720452820387,19,16,7997.4400000000005,0.07048533283837889,10653.92,0.0,70077.95999999999,1.0,False,0,none,191.85168493150687,0.0
A4,2025-12-09,-256.5599999999987,113205.9105304,70282.425,0.6208370629299126,19,16,7758.88,0.06853776418251989,10653.92,0.0,70330.73999999999,1.0,False,0,none,192.5545890410959,0.0
A4,2025-12-10,-2248.234999999999,110957.6755304,72530.66,0.6536786180251962,19,16,8696.08,0.07837294678742132,10653.92,0.0,72535.655,1.0,False,0,none,198.71413698630138,0.0
A4,2025-12-11,-1742.1136150000002,109215.5619154,100133.28000000001,0.9168407710758724,27,21,12157.6,0.11131746966075638,10653.92,25893.615000000005,74169.08499999999,1.0,False,0,none,274.3377534246576,25.893615000000004
A4,2025-12-12,671.3331600000001,109886.8950754,67512.17,0.6143787205351088,19,16,8528.45,0.07761116550020017,10653.92,0.0,99364.97999999998,1.0,False,0,none,554.8945479452055,31.911839999999998
A4,2025-12-15,389.26040999999987,110276.1554854,62823.76,0.5696948694254902,18,15,8518.650000000001,0.07724834042775301,6212.52,0.0,62771.02,1.0,False,0,none,172.1198904109589,4.29459
A4,2025-12-16,1124.7099999999987,111400.86548539999,61699.05,0.5538471333338625,18,15,8396.150000000001,0.07536880403411575,6212.52,0.0,61696.935000000005,1.0,False,0,none,169.03849315068493,0.0
A4,2025-12-17,662.2000000000018,112063.06548539999,61036.850000000006,0.5446651823740457,18,15,8503.95,0.0758853950957457,6212.52,0.0,60990.015,1.0,False,0,none,167.22424657534248,0.0
A4,2025-12-18,-92.39741999999998,111970.6680654,54063.100000000006,0.48283270015342544,17,13,7830.81,0.06993626219525786,1939.13,27887.239999999998,56772.37,1.0,False,0,none,148.11808219178084,62.762420000000006
A4,2025-12-19,-1686.2500000000007,110284.4180654,55749.350000000006,0.505505228915838,17,13,8312.2,0.07537057497162261,1939.13,0.0,55744.197000000015,1.0,False,0,none,458.2138356164384,0.0
A4,2025-12-22,-1359.699999999998,108924.7180654,57109.05,0.5242983504048263,17,13,8820.5,0.08097794657319235,1939.13,0.0,57102.57,1.0,False,0,none,156.46315068493152,0.0
A4,2025-12-23,-242.47999999999962,108682.2380654,57351.53,0.5276991992517532,17,13,8638.11,0.07948042066268438,1939.13,0.0,57318.24777200001,1.0,False,0,none,157.12747945205479,0.0
A4,2025-12-24,-766.9600000000021,107915.2780654,58118.490000000005,0.5385566440812801,17,13,8850.4,0.08201248385456954,1939.13,0.0,58227.9694,1.0,False,0,none,318.4574794520548,0.0
A4,2025-12-26,296.40483000000086,108211.6828954,56112.48,0.5185436405627262,17,14,8565.14,0.07915171237360082,1939.13,23905.1,57670.740000000005,1.0,False,0,none,461.19846575342467,49.800170000000016
A4,2025-12-29,175.9100000000014,108387.5928954,55936.57,0.5160790871514406,17,14,8598.880000000001,0.07933454162321323,1939.13,0.0,55981.03999999999,1.0,False,0,none,153.25087671232876,0.0
A4,2025-12-30,397.8549999999987,108785.4478954,55538.715000000004,0.5105344149835362,17,14,8271.119999999999,0.07603149281467217,1939.13,0.0,55497.015000000014,1.0,False,0,none,152.16086301369864,0.0
A4,2025-12-31,134.68500000000026,108920.13289539999,55404.03,0.5086665662922623,17,14,8492.42,0.0779692401601785,1939.13,0.0,55423.18000000001,1.0,False,0,none,303.58372602739723,0.0
A4,2026-01-02,641.6056189999999,109561.73851439999,84673.981,0.7728426195872301,25,20,8338.7,0.07610959914536244,1939.13,29949.381,54711.505000000005,1.0,False,0,none,695.9505287671233,29.949381000000006
A4,2026-01-05,926.8569499999985,110488.59546439999,56729.2398,0.5134397768526116,17,15,6866.16,0.062143608316681996,1939.13,0.0,83671.10500000001,1.0,False,0,none,155.42257479452056,26.984250000000003
A4,2026-01-06,-953.3401999999996,109535.25526439998,57682.58,0.5266120014123653,17,15,6966.2,0.06359778852192151,1939.13,0.0,57569.0556,1.0,False,0,none,158.03446575342466,0.0
A4,2026-01-07,-1943.274999999999,107591.98026439999,59625.855,0.5541849388167549,17,15,7261.4400000000005,0.06749053212103268,1939.13,0.0,59608.869999999995,1.0,False,0,none,163.3585068493151,0.0
A4,2026-01-08,944.4102530000005,108536.39051739998,82564.31480000001,0.7607062885213944,25,19,10367.28,0.09551893102929357,1939.13,23911.947,58611.976200000005,1.0,False,0,none,226.20360219178085,23.911947
A4,2026-01-09,-752.8452000000016,107783.54531739998,83317.16,0.7730044484494215,25,19,10739.52,0.09963969888329764,1939.13,0.0,83319.6404,1.0,False,0,none,684.7985753424658,0.0
A4,2026-01-12,-4788.723665,102994.82165239999,61685.01,0.5989137027508278,17,14,10424.84,0.10121712754824777,1939.13,0.0,88202.57379999998,1.0,False,0,none,169.00002739726028,26.488665
A4,2026-01-13,1930.225000000002,104925.0466524,59754.785,0.5694997229589814,17,14,10690.279999999999,0.10188492015081202,1939.13,0.0,59844.935000000005,1.0,False,0,none,163.71173972602742,0.0
A4,2026-01-14,-648.7970000000032,104276.24965239999,60403.582,0.5792650023505115,17,14,10807.2,0.10364009097014226,1939.13,0.0,60314.759200000015,1.0,False,0,none,165.48926575342466,0.0
A4,2026-01-15,280.28077210000106,104556.53042449999,84022.3205,0.8036066246543282,25,20,10924.12,0.10448051360970018,1939.13,23928.6279,60074.26,1.0,False,0,none,230.19813835616438,23.928627900000002
A4,2026-01-16,-2335.877819999999,102220.65260449999,51762.450000000004,0.50637956891425,17,15,5265.28,0.051508964830930946,1939.13,0.0,86361.06999999999,1.0,False,0,none,567.2597260273973,34.55332
A4,2026-01-20,2409.0075000000015,104629.6601045,49353.442500000005,0.4716964811957501,17,15,6502.56,0.06214834296035655,1939.13,0.0,49307.65858200002,1.0,False,0,none,135.2149109589041,0.0
A4,2026-01-21,1701.137499999998,106330.7976045,47652.305,0.4481514864324061,17,15,6013.120000000001,0.05655106644046768,1939.13,0.0,47683.10800000001,1.0,False,0,none,130.5542602739726,0.0
A4,2026-01-22,-3684.6881899999985,102646.1094145,71230.88,0.6939462236445738,25,20,8330.76,0.08116001714550304,1939.13,19918.190000000002,51406.885,1.0,False,0,none,195.15309589041098,19.918190000000003
A4,2026-01-23,1349.2919899999988,103995.4014045,42270.835,0.40646830945518037,17,14,7769.67,0.07471166893023597,1939.13,0.0,69755.69099999999,1.0,False,0,none,347.43152054794524,27.578010000000003
A4,2026-01-26,671.0450000000004,104666.44640449999,41599.79,0.39745105933214786,17,14,8341.855,0.0796994193130584,1939.13,0.0,41539.039600000004,1.0,False,0,none,113.97202739726028,0.0
A4,2026-01-27,-1009.5524,103656.89400449999,42609.3424,0.41106134627331425,17,14,8238.830000000002,0.07948173712056561,1939.13,0.0,42709.4414,1.0,False,0,none,116.73792438356165,0.0
A4,2026-01-28,803.544400000001,104460.43840449999,41805.798,0.40020699356168005,17,14,8774.56,0.08399888162466304,1939.13,0.0,41917.77,1.0,False,0,none,114.53643287671234,0.0
A4,2026-01-29,838.6391349999993,105299.0775395,68841.155,0.653767882953924,25,20,12502.78,0.11873589296458872,1939.13,27908.865,40970.237499999996,1.0,False,0,none,188.60590410958903,27.908865000000002
A4,2026-01-30,5301.4563035,110600.533843,43706.700000000004,0.3951762119163247,17,15,7395.57,0.06686739876407995,1939.13,0.0,63432.515000000014,1.0,False,0,none,359.2331506849315,22.3721965
A4,2026-02-02,-616.0799999999994,109984.453843,44322.78,0.40299131787543024,17,15,7955.43,0.07233231354093164,1939.13,0.0,44344.396499999995,1.0,False,0,none,121.43227397260274,0.0
A4,2026-02-03,-821.304999999999,109163.148843,45144.085,0.4135469293298498,17,15,8137.535,0.07454470749743138,1939.13,0.0,45087.765999999996,1.0,False,0,none,123.68242465753424,0.0
A4,2026-02-04,1382.3849999999995,110545.533843,43761.700000000004,0.3958703574777761,17,15,7925.33,0.0716929008751795,1939.13,0.0,43755.66,1.0,False,0,none,119.8950684931507,0.0
A4,2026-02-05,1359.9092699999999,111905.443113,50347.03,0.4499068910272802,17,12,8608.36,0.07692530193823942,1939.13,23904.940000000002,42297.5149,1.0,False,0,none,137.9370684931507,40.06073
A4,2026-02-06,723.3649999999984,112628.808113,49623.665,0.4405947806018935,17,12,8897.960000000001,0.07900252296972472,1939.13,0.0,49599.66000000002,1.0,False,0,none,407.86573972602736,0.0
A4,2026-02-09,-182.68339999999966,112446.12471300001,49806.3484,0.4429352147717176,17,12,8695.24,0.07732805396533807,1939.13,0.0,49737.25220000001,1.0,False,0,none,136.45574904109588,0.0
A4,2026-02-10,683.9684000000002,113130.09311300001,49122.380000000005,0.4342114343610953,17,12,8666.28,0.07660455111040779,1939.13,0.0,49043.61000000001,1.0,False,0,none,134.58186301369864,0.0
A4,2026-02-11,918.2350000000004,114048.32811300001,48204.145000000004,0.42266419681522155,17,12,8369.44,0.0733850301751683,1939.13,0.0,48175.2566,1.0,False,0,none,132.06615068493153,0.0
A4,2026-02-12,-1061.5602949999984,112986.76781800001,42615.36,0.37717124600506463,16,13,7511.68,0.06648282931767616,1939.13,17883.679999999997,49226.7446,1.0,False,0,none,116.75441095890412,42.810295
A4,2026-02-13,279.5799999999973,113266.34781800001,42335.78,0.37377191739267945,16,13,7381.4400000000005,0.06516887091531136,1939.13,0.0,42318.355,1.0,False,0,none,463.9537534246575,0.0
A4,2026-02-17,1507.3600000000008,114773.70781800001,40828.420000000006,0.35572972918800194,16,13,6624.64,0.057719142527876535,1939.13,0.0,40807.41040000001,1.0,False,0,none,111.85868493150686,0.0
A4,2026-02-18,-480.28999999999974,114293.41781800002,41308.71,0.3614268501951677,16,13,6600.0,0.05774610757121456,1939.13,0.0,41290.62,1.0,False,0,none,113.17454794520548,0.0
A4,2026-02-19,433.5543799999988,114726.97219800002,68699.10500000001,0.5988051779265696,24,19,6705.6,0.058448330602042124,1939.13,27855.62,40840.535,1.0,False,0,none,188.2167260273973,27.855620000000002
A4,2026-02-20,-573.4392199999991,114153.53297800002,47536.665,0.4164274530965362,16,14,6051.6,0.05301281390183764,1939.13,0.0,69169.75399999999,1.0,False,0,none,390.7123150684931,21.909220000000005
A4,2026-02-23,498.03499999999906,114651.56797800002,47038.630000000005,0.4102746332176289,16,14,6030.280000000001,0.05259657679655218,1939.13,0.0,46924.36,1.0,False,0,none,128.8729589041096,0.0
A4,2026-02-24,-2409.6489999999994,112241.91897800002,49448.279,0.44055090513636097,16,14,5893.44,0.052506586252816505,1939.13,0.0,49454.97180000001,1.0,False,0,none,135.47473698630137,0.0
A4,2026-02-25,-2157.5610000000006,110084.35797800001,51605.840000000004,0.46878449352734797,16,14,6881.28,0.06250915322025315,1939.13,0.0,51524.090000000004,1.0,False,0,none,141.38586301369864,0.0
A4,2026-02-26,3187.2764049999996,113271.63438300001,72248.99500000001,0.6378383731597613,24,17,9586.800000000001,0.0846354875359581,1939.13,23858.595,48321.98500000001,1.0,False,0,none,197.94245205479456,23.858595
A4,2026-02-27,-2711.7755700000002,110559.85881300001,56781.48,0.5135813360257605,18,13,8371.48,0.0757189823673658,1939.13,0.0,74831.06000000003,1.0,False,0,none,466.697095890411,18.320570000000004
A4,2026-03-02,-2948.1109999999994,107611.74781300001,57956.600000000006,0.5385713100832897,17,12,10227.880000000001,0.09504426986701563,1939.13,0.0,58026.60420000001,1.0,False,0,none,158.78520547945206,1.7710000000000001
A4,2026-03-03,2556.309999999999,110168.057813,55400.29,0.502870714976539,17,12,9231.17,0.083791710439963,1939.13,0.0,55479.380000000005,1.0,False,0,none,151.78161643835617,0.0
A4,2026-03-04,217.4100000000011,110385.46781300001,55182.880000000005,0.49991073184998686,17,12,8647.73,0.07834119990006115,1939.13,0.0,55304.1924,1.0,False,0,none,151.18597260273975,0.0
A4,2026-03-05,-27.192002000000777,110358.27581100001,52431.932,0.47510648036759034,17,13,8519.31,0.07719683854602985,1939.13,25908.832000000006,55084.78,1.0,False,0,none,143.6491287671233,54.532002000000006
A4,2026-03-06,630.7269999999983,110989.00281100001,51801.205,0.46672376260746107,17,13,8394.210000000001,0.0756310065628237,1939.13,0.0,51773.8165,1.0,False,0,none,425.76332876712326,0.0
A4,2026-03-09,207.97400000000107,111196.97681100002,51593.231,0.46398051889209463,17,13,9107.279999999999,0.08190222667185924,1939.13,0.0,51644.01180000001,1.0,False,0,none,141.35131780821916,0.0
A4,2026-03-10,-1303.089,109893.88781100002,52896.32000000001,0.48133996397482315,17,13,9490.920000000002,0.0863644028712759,1939.13,0.0,52899.8465,1.0,False,0,none,144.92142465753426,0.0
A4,2026-03-11,-205.0999999999994,109688.78781100002,53101.420000000006,0.4841098261701711,17,13,10041.36,0.09154408759901542,1939.13,0.0,53036.6732,1.0,False,0,none,145.48334246575345,0.0
A4,2026-03-12,756.1809580000003,110444.96876900001,53248.512800000004,0.4821271026964692,17,14,7081.96,0.06412206983201016,1939.13,25900.0432,52272.92999999999,1.0,False,0,none,145.88633643835618,50.835642000000014
A4,2026-03-13,2341.429712,112786.39848100001,50907.083088,0.45135835325547524,17,14,7157.898088,0.06346419589952434,1939.13,0.0,51045.257,1.0,False,0,none,418.41438154520546,0.0
A4,2026-03-16,2226.7135880000005,115013.11206900001,48680.3695,0.42325930169418513,17,14,7036.84,0.0611829370878894,1939.13,0.0,48633.54,1.0,False,0,none,133.37087534246575,0.0
A4,2026-03-17,717.5444999999996,115730.65656900001,47962.825000000004,0.41443491657203196,17,14,7580.16,0.06549828908540424,1939.13,0.0,48006.05849999999,1.0,False,0,none,131.405,0.0
