best_name_net,cohort_id,completed,eventual_pnl,hold,legacy_id,losers,model,positions,signal_month,winners,worst_name_net
2334.57,2025-05-28,8,-4155.71,10,PARENT,5,Equal-Dollar Short,8,2025-05,3,-4549.62
3036.24,2025-06-04,8,5940.32,10,PARENT,2,Equal-Dollar Short,8,2025-06,6,-1868.16
3225.82,2025-06-11,8,6554.5,10,PARENT,1,Equal-Dollar Short,8,2025-06,7,-7803.64
2151.6,2025-06-18,7,4824.11,10,PARENT,1,Equal-Dollar Short,8,2025-06,6,-44.13
1323.5,2025-06-25,7,2012.92,10,PARENT,3,Equal-Dollar Short,8,2025-06,4,-815.93
3262.81,2025-07-02,6,3467.54,10,PARENT,2,Equal-Dollar Short,8,2025-07,4,-3303.72
1463.06,2025-07-09,8,3766.15,10,PARENT,1,Equal-Dollar Short,8,2025-07,7,-966.9
3114.84,2025-07-16,8,11053.41,10,PARENT,0,Equal-Dollar Short,8,2025-07,8,164.32
1400.85,2025-07-23,8,3710.79,10,PARENT,2,Equal-Dollar Short,8,2025-07,6,-950.16
1097.27,2025-07-30,7,-5269.01,10,PARENT,4,Equal-Dollar Short,8,2025-07,3,-5381.89
175.12,2025-08-06,8,-7150.78,10,PARENT,7,Equal-Dollar Short,8,2025-08,1,-3797.19
2437.56,2025-08-13,7,-945.59,10,PARENT,5,Equal-Dollar Short,8,2025-08,2,-1563.55
2266.88,2025-08-20,8,3033.18,10,PARENT,3,Equal-Dollar Short,8,2025-08,5,-973.96
1905.68,2025-08-27,8,6737.23,10,PARENT,1,Equal-Dollar Short,8,2025-08,7,-445.4
1814.87,2024-09-04,8,4089.68,8,R4,3,Volume-Sized Short,8,2024-09,5,-364.08
739.05,2024-09-11,8,-11249.98,8,R4,4,Volume-Sized Short,8,2024-09,4,-7101.64
1285.88,2024-09-18,8,-632.76,8,R4,3,Volume-Sized Short,8,2024-09,5,-3231.69
2498.67,2024-09-25,8,3183.29,8,R4,2,Volume-Sized Short,8,2024-09,6,-2403.67
1915.68,2024-10-02,8,3261.24,8,R4,1,Volume-Sized Short,8,2024-10,7,-1366.13
1068.5,2024-10-09,8,679.99,8,R4,5,Volume-Sized Short,8,2024-10,3,-917.23
4646.46,2024-10-16,8,-2358.5,8,R4,5,Volume-Sized Short,8,2024-10,3,-4505.84
4960.11,2024-10-23,8,7721.76,8,R4,2,Volume-Sized Short,8,2024-10,6,-599.49
1953.0,2024-10-30,8,-2919.4,8,R4,4,Volume-Sized Short,8,2024-10,4,-3064.08
1701.66,2024-11-06,8,1179.45,8,R4,3,Volume-Sized Short,8,2024-11,5,-2917.92
1486.74,2024-11-13,8,-615.7,8,R4,4,Volume-Sized Short,8,2024-11,4,-2017.8
1379.23,2024-11-20,8,-2241.06,8,R4,4,Volume-Sized Short,8,2024-11,4,-2456.27
2174.54,2024-11-27,8,5515.56,8,R4,3,Volume-Sized Short,8,2024-11,5,-957.02
875.26,2024-12-04,8,-12039.06,8,R4,6,Volume-Sized Short,8,2024-12,2,-6769.8
1539.23,2024-12-11,8,-17614.31,8,R4,3,Volume-Sized Short,8,2024-12,5,-10034.78
1082.87,2024-12-18,8,-18226.01,8,R4,7,Volume-Sized Short,8,2024-12,1,-8420.44
3199.86,2024-12-24,8,15393.77,8,R4,0,Volume-Sized Short,8,2024-12,8,1009.89
2900.96,2024-12-31,8,12930.8,8,R4,0,Volume-Sized Short,8,2024-12,8,702.0
2246.8,2025-01-08,8,7894.15,8,R4,1,Volume-Sized Short,8,2025-01,7,-604.01
2247.84,2025-01-15,8,5569.35,8,R4,3,Volume-Sized Short,8,2025-01,5,-187.34
2004.3,2025-01-22,8,4275.94,8,R4,2,Volume-Sized Short,8,2025-01,6,-772.33
2116.47,2025-01-29,8,1969.45,8,R4,4,Volume-Sized Short,8,2025-01,4,-1727.3
1356.22,2025-02-05,8,3511.45,8,R4,2,Volume-Sized Short,8,2025-02,6,-575.12
3354.0,2025-02-12,8,8924.81,8,R4,2,Volume-Sized Short,8,2025-02,6,-300.85
2150.25,2025-02-19,8,9393.47,8,R4,0,Volume-Sized Short,8,2025-02,8,333.59
2246.88,2025-02-26,8,7800.58,8,R4,1,Volume-Sized Short,8,2025-02,7,-102.77
4396.46,2025-03-05,8,10184.97,8,R4,1,Volume-Sized Short,8,2025-03,7,-25.93
1108.65,2025-03-12,8,-8895.79,8,R4,5,Volume-Sized Short,8,2025-03,3,-10431.55
1807.53,2025-03-19,8,3557.76,8,R4,1,Volume-Sized Short,8,2025-03,7,-39.46
2382.22,2025-03-26,7,7074.76,8,R4,1,Volume-Sized Short,8,2025-03,6,-467.93
1747.09,2025-04-02,8,2621.38,8,R4,2,Volume-Sized Short,8,2025-04,6,-2432.55
2960.56,2025-04-09,8,8465.0,8,R4,1,Volume-Sized Short,8,2025-04,7,-1086.6
1856.56,2025-04-16,8,2473.18,8,R4,2,Volume-Sized Short,8,2025-04,6,-2104.88
2358.08,2025-04-23,7,8960.35,8,R4,0,Volume-Sized Short,8,2025-04,7,308.4
1458.58,2025-04-30,7,3779.64,8,R4,2,Volume-Sized Short,8,2025-04,5,-101.01
2357.05,2025-05-07,8,4990.1,8,R4,3,Volume-Sized Short,8,2025-05,5,-2018.06
911.88,2025-05-14,7,169.32,8,R4,5,Volume-Sized Short,8,2025-05,2,-736.94
2059.25,2025-05-21,7,2995.98,8,R4,2,Volume-Sized Short,8,2025-05,5,-1068.76
2913.62,2025-05-28,8,-2041.0,8,R4,5,Volume-Sized Short,8,2025-05,3,-4082.96
3633.72,2025-06-04,8,7025.79,8,R4,2,Volume-Sized Short,8,2025-06,6,-2430.82
3657.0,2025-06-11,8,-356.26,8,R4,1,Volume-Sized Short,8,2025-06,7,-11895.21
1700.91,2025-06-18,8,-2501.3,8,R4,3,Volume-Sized Short,8,2025-06,5,-7141.59
1610.13,2025-06-25,7,1999.04,8,R4,3,Volume-Sized Short,8,2025-06,4,-1223.77
3380.37,2025-07-02,7,2031.45,8,R4,4,Volume-Sized Short,8,2025-07,3,-1598.0
1057.49,2025-07-09,8,3386.29,8,R4,2,Volume-Sized Short,8,2025-07,6,-1029.72
2913.5,2025-07-16,8,9096.23,8,R4,0,Volume-Sized Short,8,2025-07,8,10.86
1065.87,2025-07-23,8,1156.92,8,R4,3,Volume-Sized Short,8,2025-07,5,-1329.86
567.76,2025-07-30,7,-13039.75,8,R4,5,Volume-Sized Short,8,2025-07,2,-11074.78
