best_name_net,cohort_id,completed,eventual_pnl,hold,legacy_id,losers,model,positions,signal_month,winners,worst_name_net
1808.51,2025-08-13,7,-5362.89,10,C3,5,Combined Reallocation and Substitution,8,2025-08,2,-4862.64
4965.74,2025-08-20,8,6672.07,10,C3,3,Combined Reallocation and Substitution,8,2025-08,5,-1098.54
2990.54,2025-08-27,8,8434.46,10,C3,1,Combined Reallocation and Substitution,8,2025-08,7,-1398.08
1461.88,2024-09-04,8,3860.76,8,R5,3,Momentum+Volume-Sized Short,8,2024-09,5,-293.56
617.23,2024-09-11,8,-18616.17,8,R5,4,Momentum+Volume-Sized Short,8,2024-09,4,-11868.68
1019.92,2024-09-18,8,-320.03,8,R5,3,Momentum+Volume-Sized Short,8,2024-09,5,-2557.73
1620.76,2024-09-25,8,2623.15,8,R5,2,Momentum+Volume-Sized Short,8,2024-09,6,-1549.24
1321.06,2024-10-02,8,2466.96,8,R5,1,Momentum+Volume-Sized Short,8,2024-10,7,-939.5
766.96,2024-10-09,8,23.17,8,R5,5,Momentum+Volume-Sized Short,8,2024-10,3,-1316.42
6670.72,2024-10-16,8,4228.01,8,R5,5,Momentum+Volume-Sized Short,8,2024-10,3,-3233.7
3345.19,2024-10-23,8,5547.51,8,R5,2,Momentum+Volume-Sized Short,8,2024-10,6,-812.77
